account_id,user_id,account_type,balance_krw,monthly_contribution_krw,risky_asset_ratio,safe_asset_ratio,cash_ratio,trailing_12m_return_pct,return_period_end,data_kind,source_ids
ACC000035,USR00022,IRP,195700000,280000,0.12781104626130851,0.21409226921252955,0.658096684526162,2.5,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000036,USR00022,PENSION_SAVINGS_FUND,21590000,300000,0.3558029973304597,0.02350286082016184,0.6206941418493784,10.19,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000037,USR00023,DC,89570000,280000,0.33667685208147363,0.5571657639947396,0.10615738392378679,10.2,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000038,USR00023,IRP,8830000,450000,0.15266464432931334,0.2540941876276458,0.5932411680430408,7.31,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000039,USR00024,DC,10820000,480000,0.2508073155256394,0.4558676619264076,0.293325022547953,5.57,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000040,USR00025,DC,60140000,820000,0.7,0.28639913101536657,0.013600868984633498,17.87,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000041,USR00025,IRP,152780000,270000,0.40393332022387574,0.5655235127715526,0.030543167004571693,12.37,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000042,USR00025,PENSION_SAVINGS_FUND,2900000,350000,0.5887857093781896,0.39590025301418846,0.015314037607621907,25.09,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000043,USR00026,DC,23090000,500000,0.10001476295986816,0.6503062018732941,0.24967903516683768,6.54,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000044,USR00027,DC,40240000,450000,0.09167669019381755,0.7015437700813041,0.2067795397248784,15.23,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000045,USR00027,PENSION_SAVINGS_FUND,3150000,280000,0.6875506495640099,0.2592868139462289,0.05316253648976124,51.84,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000046,USR00028,DC,26080000,690000,0.17149811875883947,0.7064246521947941,0.1220772290463664,1.83,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000047,USR00028,IRP,42450000,140000,0.529563404952229,0.4133851024348293,0.05705149261294171,10.26,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000048,USR00029,DC,56090000,1080000,0.16172235225794163,0.7169847272719401,0.12129292047011836,8.41,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000049,USR00029,PENSION_SAVINGS_FUND,11510000,610000,0.5601352925936347,0.3095038145326091,0.1303608928737562,37.09,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000050,USR00030,DC,38960000,640000,0.10362371641823585,0.7027289908168136,0.19364729276495052,18.07,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000051,USR00030,PENSION_SAVINGS_FUND,31760000,360000,0.3230458013347188,0.5850470817074057,0.09190711695787543,27.63,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000052,USR00031,DC,76870000,600000,0.19173116451794592,0.5160490343076224,0.2922198011744317,15.86,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000053,USR00032,DC,68810000,890000,0.19559767918690382,0.590375191777292,0.21402712903580412,7.82,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000054,USR00032,IRP,13630000,130000,0.2973566561079712,0.5827899021200237,0.11985344177200509,-6.08,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000055,USR00033,IRP,49850000,90000,0.06586332237997018,0.41506292864805017,0.5190737489719797,4.94,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000056,USR00033,PENSION_SAVINGS_FUND,5000000,360000,0.22389819373756745,0.0968901841745965,0.679211622087836,8.04,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000057,USR00034,DC,36270000,910000,0.08267738119388275,0.6724508631307433,0.24487175567537392,3.96,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000058,USR00035,IRP,28560000,80000,0.08536219116062899,0.2539054727120532,0.6607323361273177,16.11,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000059,USR00036,DC,42590000,340000,0.3616900837827663,0.6151633210767596,0.02314659514047406,2.41,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000060,USR00036,IRP,52340000,510000,0.4439133375465361,0.5194895402643168,0.03659712218914714,0.76,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000061,USR00036,PENSION_SAVINGS_FUND,610000,350000,0.4298870989350259,0.5511879038987163,0.018924997166257885,26.27,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000062,USR00037,DC,18150000,290000,0.20946097103589761,0.5509888008208492,0.23955022814325308,1.87,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000063,USR00038,IRP,16940000,120000,0.13044411215378815,0.3074459391619936,0.5621099486842183,7.18,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000064,USR00038,PENSION_SAVINGS_FUND,2550000,320000,0.21577927289977603,0.20472343986639685,0.5794972872338271,26.82,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000065,USR00039,DC,44170000,640000,0.13786857266690555,0.6188252407618925,0.24330618657120195,4.8,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000066,USR00039,IRP,5320000,420000,0.409241963581271,0.5076401358997364,0.08311790051899262,2.99,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000067,USR00040,DC,79830000,660000,0.19271685443120043,0.5211394957351809,0.2861436498336186,14.43,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000068,USR00040,PENSION_SAVINGS_FUND,34940000,260000,0.36104685925399055,0.544880710678392,0.09407243006761737,38.42,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000069,USR00041,DC,31690000,1290000,0.15105545699916484,0.6288113624804752,0.22013318052035996,6.4,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000070,USR00042,DC,22120000,1020000,0.3021536155656275,0.6836404304247261,0.014205954009646438,-1.06,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000071,USR00042,IRP,60520000,350000,0.39100284859039924,0.5925516785925614,0.016445472817039293,-1.39,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000072,USR00042,PENSION_SAVINGS_FUND,790000,270000,0.5968365933297292,0.384650436201226,0.018512970469044807,13.31,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000073,USR00043,DC,41360000,620000,0.5691652705146183,0.4024441180071361,0.028390611478245627,14.55,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000074,USR00043,IRP,64200000,260000,0.2944291697266293,0.6652639043520707,0.04030692592130008,8.33,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000075,USR00043,PENSION_SAVINGS_FUND,3440000,330000,0.5955368322126224,0.36800121398889574,0.0364619537984818,41.04,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000076,USR00044,PENSION_SAVINGS_FUND,2250000,320000,0.23992893674633295,0.23806262710484716,0.5220084361488199,43.89,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000077,USR00045,IRP,1150000,90000,0.1376505286058631,0.3679835037896107,0.49436596760452617,-4.04,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000078,USR00045,PENSION_SAVINGS_FUND,11490000,120000,0.17299861612623454,0.19701985214953177,0.6299815317242337,28.02,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000079,USR00046,DC,10360000,480000,0.14993305648630845,0.6378627942246714,0.21220414928902023,-2.52,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000080,USR00046,IRP,5970000,150000,0.6246958086622795,0.2680499764124587,0.10725421492526183,20.7,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000081,USR00047,PENSION_SAVINGS_FUND,4180000,280000,0.11794117186128115,0.35666896695276906,0.5253898611859498,26.22,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000082,USR00048,IRP,8770000,200000,0.13139870897780528,0.21005662304023043,0.6585446679819643,-1.08,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000083,USR00048,PENSION_SAVINGS_FUND,65570000,260000,0.05251394097717336,0.45512955949260925,0.49235649953021743,12.58,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000084,USR00049,IRP,13200000,270000,0.16112953906886507,0.3850660448345728,0.45380441609656214,1.73,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000085,USR00049,PENSION_SAVINGS_FUND,13780000,430000,0.10386558518453375,0.4342618659289987,0.4618725488864676,22.11,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000086,USR00050,DC,81960000,590000,0.08684489118932463,0.6367675874459042,0.2763875213647711,11.57,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000087,USR00051,DC,24960000,1540000,0.394933720983036,0.5932037936654828,0.011862485351481275,10.5,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000088,USR00051,IRP,71360000,280000,0.4141722550695991,0.5473415648899146,0.03848618004048635,5.08,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000089,USR00052,DC,33000000,240000,0.060931925251322454,0.7740864647416712,0.16498161000700642,2.48,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000090,USR00053,DC,7350000,410000,0.091097599244701,0.6854866523391384,0.22341574841616063,9.62,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000091,USR00054,DC,12040000,1200000,0.27062907365210154,0.6883949090556983,0.04097601729220012,9.23,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000092,USR00054,IRP,10990000,280000,0.36912761849744147,0.6114387837348743,0.019433597767684288,9.11,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000093,USR00055,DC,118670000,910000,0.4445229186555531,0.5099729735119657,0.0455041078324813,24.78,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000094,USR00055,PENSION_SAVINGS_FUND,11130000,270000,0.524525744079386,0.4418189094778794,0.033655346442734616,31.39,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000095,USR00056,DC,92420000,570000,0.1845001736381001,0.6791389627318818,0.1363608636300181,10.41,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000096,USR00056,PENSION_SAVINGS_FUND,3670000,390000,0.4145262605361684,0.5335297323327662,0.05194400713106543,56.28,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000097,USR00057,DC,64980000,470000,0.49887009114638636,0.35776050401379905,0.14336940483981458,9.83,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000098,USR00057,IRP,43870000,120000,0.17159295506165737,0.34932067612348083,0.4790863688148618,-0.68,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000099,USR00057,PENSION_SAVINGS_FUND,3500000,220000,0.30198711452344423,0.02442351782330965,0.6735893676532461,56.65,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000100,USR00058,DC,16670000,980000,0.0929126378889028,0.6189873211641643,0.28810004094693287,-1.42,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000101,USR00059,IRP,28530000,530000,0.08439989748583962,0.45032156896738973,0.4652785335467706,-9.33,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000102,USR00060,DC,36410000,540000,0.40188588939992276,0.5572252836688129,0.040888826931264374,13.73,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000103,USR00060,IRP,17740000,180000,0.49060746155409163,0.4856965510279104,0.02369598741799799,12.42,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000104,USR00061,PENSION_SAVINGS_FUND,7470000,230000,0.10312725191156201,0.22968980539533623,0.6671829426931017,12.76,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000105,USR00062,DC,12050000,860000,0.03287945662937085,0.7839423486614916,0.18317819470913757,12.47,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000106,USR00063,DC,62200000,740000,0.24585522688159533,0.6908431637580729,0.06330160936033183,6.23,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000107,USR00063,PENSION_SAVINGS_FUND,5170000,380000,0.09538102263811937,0.270595491028794,0.6340234863330867,15.03,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000108,USR00064,IRP,16520000,250000,0.059423230264215025,0.46555888099630144,0.47501788873948353,3.15,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000109,USR00065,DC,88910000,580000,0.1255730997860367,0.6128877511289217,0.2615391490850416,2.23,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000110,USR00065,IRP,45080000,370000,0.42683935239301374,0.5120363518454362,0.061124295761550124,7.28,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000111,USR00066,DC,4010000,380000,0.3204897873857404,0.649168804932454,0.03034140768180562,7.56,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000112,USR00066,IRP,1470000,110000,0.6019477677975484,0.371950132491578,0.026102099710873572,5.85,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000113,USR00067,DC,3320000,240000,0.6753428880200727,0.3113842977523375,0.0132728142275898,19.96,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000114,USR00067,IRP,6300000,100000,0.6324437782346447,0.3225404333284355,0.04501578843691976,11.31,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000115,USR00067,PENSION_SAVINGS_FUND,230000,140000,0.8173659174864712,0.15334234553307152,0.029291736980457228,25.88,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000116,USR00068,DC,125900000,1000000,0.17806612777826558,0.7766479604675718,0.04528591175416268,11.2,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000117,USR00068,IRP,134000000,550000,0.4824524873618569,0.4829716480973336,0.034575864540809416,16.07,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000118,USR00068,PENSION_SAVINGS_FUND,7810000,210000,0.4148803522101442,0.5690641481844666,0.016055499605389253,41.11,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000119,USR00069,IRP,21930000,140000,0.22943997755053247,0.20645989883341875,0.5641001236160488,23.54,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000120,USR00070,DC,50960000,720000,0.5681347994820041,0.38564358369159424,0.04622161682640168,11.41,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000121,USR00070,IRP,9070000,130000,0.5771856513776955,0.38838594308984997,0.03442840553245453,19.28,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000122,USR00070,PENSION_SAVINGS_FUND,1850000,260000,0.6837041781884476,0.29309631308064926,0.023199508730903082,73.3,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000123,USR00071,DC,52890000,1470000,0.1120575814864681,0.5881903510697234,0.29975206744380845,4.28,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000124,USR00072,IRP,26920000,140000,0.07819991218116792,0.37669381679727054,0.5451062710215615,8.04,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000125,USR00072,PENSION_SAVINGS_FUND,670000,310000,0.2265417867587158,0.3211345046569514,0.45232370858433274,30.77,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000126,USR00073,DC,5730000,830000,0.03050197984384602,0.7269689445304681,0.24252907562568587,-2.27,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000127,USR00074,DC,23570000,620000,0.489320252707728,0.47542670406084786,0.035253043231424114,12.94,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000128,USR00074,IRP,10600000,170000,0.5772361124848434,0.3989303270077874,0.0238335605073692,18.65,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
